target word,Sentence,acc_subs,unacc_subs,prof_acc_subs,prof_unacc_subs,t_words_cefr,prof_acc_cefr,prof_unacc_cefr,clean_sentence,target_clean,substitute,source_row_idx,dataset,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions,reject_reason
available,no other car was **available** in India except for imported ones and that can be afforded by people with big pockets only.,"['accessible', 'attainable', 'obtainable', 'on hand']",['reachable'],"['accessible', 'attainable', 'obtainable', 'on hand']",[],1,"[3, 5, 5, 'None']",[],no other car was available in India except for imported ones and that can be afforded by people with big pockets only.,available,obtainable,16,prolex,available,obtainable,17,26,"[{""target2"": ""other"", ""target2_offset"": 3, ""target2_end"": 8, ""target2_pos"": ""JJ"", ""target2_rank"": 1, ""candidates"": [""early"", ""former""]}, {""target2"": ""imported"", ""target2_offset"": 47, ""target2_end"": 55, ""target2_pos"": ""VBN"", ""target2_rank"": 9, ""candidates"": [""spelled""]}, {""target2"": ""ones"", ""target2_offset"": 56, ""target2_end"": 60, ""target2_pos"": ""NNS"", ""target2_rank"": 10, ""candidates"": [""is"", ""singles""]}, {""target2"": ""afforded"", ""target2_offset"": 77, ""target2_end"": 85, ""target2_pos"": ""VBN"", ""target2_rank"": 15, ""candidates"": [""yielded"", ""opened""]}, {""target2"": ""people"", ""target2_offset"": 89, ""target2_end"": 95, ""target2_pos"": ""NNS"", ""target2_rank"": 17, ""candidates"": [""mass"", ""masses""]}]",5,9,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,no other car was obtainable in India except for imported ones and that can be afforded by people with big pockets only.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
movies,By watching **movies** we can enjoy a lot as all the friends will be going to be there.,"['films', 'cinema', 'motion pictures']","['flicks', 'screenplays']","['films', 'cinema', 'motion pictures']",[],0,"[0, 0, 'None']",[],By watching movies we can enjoy a lot as all the friends will be going to be there.,movies,films,17,prolex,movies,films,12,18,"[{""target2"": ""watching"", ""target2_offset"": 3, ""target2_end"": 11, ""target2_pos"": ""VBG"", ""target2_rank"": 1, ""candidates"": [""following"", ""viewing"", ""observing"", ""catching"", ""checking"", ""learning"", ""determining""]}, {""target2"": ""enjoy"", ""target2_offset"": 26, ""target2_end"": 31, ""target2_pos"": ""VB"", ""target2_rank"": 5, ""candidates"": [""love"", ""revel"", ""delight""]}, {""target2"": ""friends"", ""target2_offset"": 49, ""target2_end"": 56, ""target2_pos"": ""NNS"", ""target2_rank"": 11, ""candidates"": [""allies"", ""supporters"", ""champions""]}, {""target2"": ""going"", ""target2_offset"": 65, ""target2_end"": 70, ""target2_pos"": ""VBG"", ""target2_rank"": 14, ""candidates"": [""becoming"", ""moving"", ""traveling"", ""living"", ""operating"", ""working"", ""surviving"", ""extending"", ""sounding"", ""leading"", ""departing"", ""functioning"", ""passing"", ""proceeding"", ""lasting"", ""starting"", ""enduring"", ""failing"", ""belonging"", ""breaking"", ""blending""]}]",4,34,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,By watching films we can enjoy a lot as all the friends will be going to be there.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
movies,By watching **movies** we can enjoy a lot as all the friends will be going to be there.,"['films', 'cinema', 'motion pictures']","['flicks', 'screenplays']","['films', 'cinema', 'motion pictures']",[],0,"[0, 0, 'None']",[],By watching movies we can enjoy a lot as all the friends will be going to be there.,movies,cinema,18,prolex,movies,cinema,12,18,"[{""target2"": ""watching"", ""target2_offset"": 3, ""target2_end"": 11, ""target2_pos"": ""VBG"", ""target2_rank"": 1, ""candidates"": [""following"", ""viewing"", ""observing"", ""catching"", ""checking"", ""learning"", ""determining""]}, {""target2"": ""enjoy"", ""target2_offset"": 26, ""target2_end"": 31, ""target2_pos"": ""VB"", ""target2_rank"": 5, ""candidates"": [""love"", ""revel"", ""delight""]}, {""target2"": ""friends"", ""target2_offset"": 49, ""target2_end"": 56, ""target2_pos"": ""NNS"", ""target2_rank"": 11, ""candidates"": [""allies"", ""supporters"", ""champions""]}, {""target2"": ""going"", ""target2_offset"": 65, ""target2_end"": 70, ""target2_pos"": ""VBG"", ""target2_rank"": 14, ""candidates"": [""becoming"", ""moving"", ""traveling"", ""living"", ""operating"", ""working"", ""surviving"", ""extending"", ""sounding"", ""leading"", ""departing"", ""functioning"", ""passing"", ""proceeding"", ""lasting"", ""starting"", ""enduring"", ""failing"", ""belonging"", ""breaking"", ""blending""]}]",4,34,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,By watching cinema we can enjoy a lot as all the friends will be going to be there.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
applied,For example seriously understanding the basis of physics may be **applied** to building roads in very bad geological conditions.,"['utilized', 'employed', 'used', 'implemented', 'put into action']",[],"['utilized', 'employed', 'implemented', 'put into action']",['used'],1,"[4, 1, 3, 'None']",[0],For example seriously understanding the basis of physics may be applied to building roads in very bad geological conditions.,applied,utilized,19,prolex,applied,utilized,64,71,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""seriously"", ""target2_offset"": 12, ""target2_end"": 21, ""target2_pos"": ""RB"", ""target2_rank"": 2, ""candidates"": [""severely"", ""badly""]}, {""target2"": ""understanding"", ""target2_offset"": 22, ""target2_end"": 35, ""target2_pos"": ""VBG"", ""target2_rank"": 3, ""candidates"": [""realizing"", ""translating"", ""interpreting"", ""reading""]}, {""target2"": ""basis"", ""target2_offset"": 40, ""target2_end"": 45, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""base"", ""ground"", ""footing"", ""fundament"", ""foundation""]}, {""target2"": ""building"", ""target2_offset"": 75, ""target2_end"": 83, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""constructing"", ""making"", ""establishing"", ""progressing""]}]",5,22,example,instance,4,11,NN,selected_conservative,Selected 'instance' for 'example' from provided candidates; conservative synonym judged to preserve meaning and grammar.,For example seriously understanding the basis of physics may be utilized to building roads in very bad geological conditions.,For instance seriously understanding the basis of physics may be utilized to building roads in very bad geological conditions.,obvious_bad_phrase:utilized to building
applied,For example seriously understanding the basis of physics may be **applied** to building roads in very bad geological conditions.,"['utilized', 'employed', 'used', 'implemented', 'put into action']",[],"['utilized', 'employed', 'implemented', 'put into action']",['used'],1,"[4, 1, 3, 'None']",[0],For example seriously understanding the basis of physics may be applied to building roads in very bad geological conditions.,applied,employed,20,prolex,applied,employed,64,71,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""seriously"", ""target2_offset"": 12, ""target2_end"": 21, ""target2_pos"": ""RB"", ""target2_rank"": 2, ""candidates"": [""severely"", ""badly""]}, {""target2"": ""understanding"", ""target2_offset"": 22, ""target2_end"": 35, ""target2_pos"": ""VBG"", ""target2_rank"": 3, ""candidates"": [""realizing"", ""translating"", ""interpreting"", ""reading""]}, {""target2"": ""basis"", ""target2_offset"": 40, ""target2_end"": 45, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""base"", ""ground"", ""footing"", ""fundament"", ""foundation""]}, {""target2"": ""building"", ""target2_offset"": 75, ""target2_end"": 83, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""constructing"", ""making"", ""establishing"", ""progressing""]}]",5,22,example,instance,4,11,NN,selected_conservative,Selected 'instance' for 'example' from provided candidates; conservative synonym judged to preserve meaning and grammar.,For example seriously understanding the basis of physics may be employed to building roads in very bad geological conditions.,For instance seriously understanding the basis of physics may be employed to building roads in very bad geological conditions.,obvious_bad_phrase:employed to building
applied,For example seriously understanding the basis of physics may be **applied** to building roads in very bad geological conditions.,"['utilized', 'employed', 'used', 'implemented', 'put into action']",[],"['utilized', 'employed', 'implemented', 'put into action']",['used'],1,"[4, 1, 3, 'None']",[0],For example seriously understanding the basis of physics may be applied to building roads in very bad geological conditions.,applied,used,21,prolex,applied,used,64,71,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""seriously"", ""target2_offset"": 12, ""target2_end"": 21, ""target2_pos"": ""RB"", ""target2_rank"": 2, ""candidates"": [""severely"", ""badly""]}, {""target2"": ""understanding"", ""target2_offset"": 22, ""target2_end"": 35, ""target2_pos"": ""VBG"", ""target2_rank"": 3, ""candidates"": [""realizing"", ""translating"", ""interpreting"", ""reading""]}, {""target2"": ""basis"", ""target2_offset"": 40, ""target2_end"": 45, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""base"", ""ground"", ""footing"", ""fundament"", ""foundation""]}, {""target2"": ""building"", ""target2_offset"": 75, ""target2_end"": 83, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""constructing"", ""making"", ""establishing"", ""progressing""]}]",5,22,example,instance,4,11,NN,selected_conservative,Selected 'instance' for 'example' from provided candidates; conservative synonym judged to preserve meaning and grammar.,For example seriously understanding the basis of physics may be used to building roads in very bad geological conditions.,For instance seriously understanding the basis of physics may be used to building roads in very bad geological conditions.,obvious_bad_phrase:used to building
applied,For example seriously understanding the basis of physics may be **applied** to building roads in very bad geological conditions.,"['utilized', 'employed', 'used', 'implemented', 'put into action']",[],"['utilized', 'employed', 'implemented', 'put into action']",['used'],1,"[4, 1, 3, 'None']",[0],For example seriously understanding the basis of physics may be applied to building roads in very bad geological conditions.,applied,implemented,22,prolex,applied,implemented,64,71,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""seriously"", ""target2_offset"": 12, ""target2_end"": 21, ""target2_pos"": ""RB"", ""target2_rank"": 2, ""candidates"": [""severely"", ""badly""]}, {""target2"": ""understanding"", ""target2_offset"": 22, ""target2_end"": 35, ""target2_pos"": ""VBG"", ""target2_rank"": 3, ""candidates"": [""realizing"", ""translating"", ""interpreting"", ""reading""]}, {""target2"": ""basis"", ""target2_offset"": 40, ""target2_end"": 45, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""base"", ""ground"", ""footing"", ""fundament"", ""foundation""]}, {""target2"": ""building"", ""target2_offset"": 75, ""target2_end"": 83, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""constructing"", ""making"", ""establishing"", ""progressing""]}]",5,22,example,instance,4,11,NN,selected_conservative,Selected 'instance' for 'example' from provided candidates; conservative synonym judged to preserve meaning and grammar.,For example seriously understanding the basis of physics may be implemented to building roads in very bad geological conditions.,For instance seriously understanding the basis of physics may be implemented to building roads in very bad geological conditions.,obvious_bad_phrase:implemented to building
country,and you get to know interesting things about the **country** you decided to visit.,"['nation', 'land', 'region']","['territory', 'state']","['nation', 'land', 'region']",[],0,"[2, 0, 1]",[],and you get to know interesting things about the country you decided to visit.,country,nation,28,prolex,country,nation,49,56,"[{""target2"": ""know"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""things"", ""target2_offset"": 32, ""target2_end"": 38, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""matters"", ""affairs""]}, {""target2"": ""decided"", ""target2_offset"": 61, ""target2_end"": 68, ""target2_pos"": ""VBD"", ""target2_rank"": 11, ""candidates"": [""settled"", ""determined"", ""resolved""]}, {""target2"": ""visit"", ""target2_offset"": 72, ""target2_end"": 77, ""target2_pos"": ""VB"", ""target2_rank"": 13, ""candidates"": [""see"", ""call"", ""inflict"", ""impose"", ""chat"", ""jaw"", ""chatter"", ""inspect"", ""gossip""]}]",4,26,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,and you get to know interesting things about the nation you decided to visit.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
country,and you get to know interesting things about the **country** you decided to visit.,"['nation', 'land', 'region']","['territory', 'state']","['nation', 'land', 'region']",[],0,"[2, 0, 1]",[],and you get to know interesting things about the country you decided to visit.,country,land,29,prolex,country,land,49,56,"[{""target2"": ""know"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""things"", ""target2_offset"": 32, ""target2_end"": 38, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""matters"", ""affairs""]}, {""target2"": ""decided"", ""target2_offset"": 61, ""target2_end"": 68, ""target2_pos"": ""VBD"", ""target2_rank"": 11, ""candidates"": [""settled"", ""determined"", ""resolved""]}, {""target2"": ""visit"", ""target2_offset"": 72, ""target2_end"": 77, ""target2_pos"": ""VB"", ""target2_rank"": 13, ""candidates"": [""see"", ""call"", ""inflict"", ""impose"", ""chat"", ""jaw"", ""chatter"", ""inspect"", ""gossip""]}]",4,26,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,and you get to know interesting things about the land you decided to visit.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
country,and you get to know interesting things about the **country** you decided to visit.,"['nation', 'land', 'region']","['territory', 'state']","['nation', 'land', 'region']",[],0,"[2, 0, 1]",[],and you get to know interesting things about the country you decided to visit.,country,region,30,prolex,country,region,49,56,"[{""target2"": ""know"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""things"", ""target2_offset"": 32, ""target2_end"": 38, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""matters"", ""affairs""]}, {""target2"": ""decided"", ""target2_offset"": 61, ""target2_end"": 68, ""target2_pos"": ""VBD"", ""target2_rank"": 11, ""candidates"": [""settled"", ""determined"", ""resolved""]}, {""target2"": ""visit"", ""target2_offset"": 72, ""target2_end"": 77, ""target2_pos"": ""VB"", ""target2_rank"": 13, ""candidates"": [""see"", ""call"", ""inflict"", ""impose"", ""chat"", ""jaw"", ""chatter"", ""inspect"", ""gossip""]}]",4,26,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,and you get to know interesting things about the region you decided to visit.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
involvement,"To sum up, their **involvement** at school, the fact that there are more and more distractions and finally that the actions taken by the community may not interest young people can affect their **involvement**.",['participation'],"['engagement', 'contribution', 'interaction', 'immersion']",['participation'],[],3,[3],[],"To sum up, their involvement at school, the fact that there are more and more distractions and finally that the actions taken by the community may not interest young people can affect their involvement.",involvement,participation,31,prolex,involvement,participation,17,28,"[{""target2"": ""school"", ""target2_offset"": 32, ""target2_end"": 38, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""schooling""]}, {""target2"": ""finally"", ""target2_offset"": 95, ""target2_end"": 102, ""target2_pos"": ""RB"", ""target2_rank"": 19, ""candidates"": [""eventually"", ""ultimately"", ""last""]}, {""target2"": ""actions"", ""target2_offset"": 112, ""target2_end"": 119, ""target2_pos"": ""NNS"", ""target2_rank"": 22, ""candidates"": [""activities""]}, {""target2"": ""taken"", ""target2_offset"": 120, ""target2_end"": 125, ""target2_pos"": ""VBN"", ""target2_rank"": 23, ""candidates"": [""required"", ""need"", ""removed"", ""selected"", ""considered"", ""accepted"", ""demanded"", ""assumed"", ""involved"", ""guided"", ""aimed"", ""filled"", ""acquired"", ""directed"", ""claimed"", ""learned"", ""consumed"", ""filmed""]}, {""target2"": ""interest"", ""target2_offset"": 151, ""target2_end"": 159, ""target2_pos"": ""NN"", ""target2_rank"": 29, ""candidates"": [""sake"", ""stake"", ""involvement"", ""pursuit""]}]",5,27,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"To sum up, their participation at school, the fact that there are more and more distractions and finally that the actions taken by the community may not interest young people can affect their involvement.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
nice,"Third, the tour guide will take me to good and **nice** places and he will help me to take a good picture of our friends.","['pleasant', 'lovely', 'delightful']","['charming', 'attractive']","['pleasant', 'lovely', 'delightful']",[],0,"[1, 1, 3]",[],"Third, the tour guide will take me to good and nice places and he will help me to take a good picture of our friends.",nice,pleasant,32,prolex,nice,pleasant,47,51,"[{""target2"": ""tour"", ""target2_offset"": 11, ""target2_end"": 15, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""circuit"", ""hitch"", ""spell"", ""go"", ""turn""]}, {""target2"": ""guide"", ""target2_offset"": 16, ""target2_end"": 21, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""scout"", ""template""]}, {""target2"": ""take"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""VB"", ""target2_rank"": 6, ""candidates"": [""require"", ""bring"", ""need"", ""remove"", ""choose"", ""select"", ""have"", ""lead"", ""consider"", ""carry"", ""accept"", ""demand"", ""deal"", ""study"", ""assume"", ""involve"", ""guide"", ""aim"", ""shoot"", ""fill"", ""read"", ""direct"", ""acquire"", ""get"", ""claim"", ""learn"", ""consume"", ""film"", ""adopt""]}, {""target2"": ""good"", ""target2_offset"": 38, ""target2_end"": 42, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""beneficial"", ""respectable"", ""effective"", ""well"", ""serious"", ""expert"", ""dear"", ""full"", ""sound"", ""upright"", ""practiced"", ""just"", ""near"", ""ripe"", ""safe"", ""right"", ""honest"", ""secure"", ""honorable""]}, {""target2"": ""places"", ""target2_offset"": 52, ""target2_end"": 58, ""target2_pos"": ""NNS"", ""target2_rank"": 12, ""candidates"": [""homes"", ""positions"", ""spots"", ""seats"", ""properties"", ""posts"", ""shoes"", ""spaces"", ""offices"", ""stations"", ""situations""]}]",5,66,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"Third, the tour guide will take me to good and pleasant places and he will help me to take a good picture of our friends.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
nice,"Third, the tour guide will take me to good and **nice** places and he will help me to take a good picture of our friends.","['pleasant', 'lovely', 'delightful']","['charming', 'attractive']","['pleasant', 'lovely', 'delightful']",[],0,"[1, 1, 3]",[],"Third, the tour guide will take me to good and nice places and he will help me to take a good picture of our friends.",nice,lovely,33,prolex,nice,lovely,47,51,"[{""target2"": ""tour"", ""target2_offset"": 11, ""target2_end"": 15, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""circuit"", ""hitch"", ""spell"", ""go"", ""turn""]}, {""target2"": ""guide"", ""target2_offset"": 16, ""target2_end"": 21, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""scout"", ""template""]}, {""target2"": ""take"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""VB"", ""target2_rank"": 6, ""candidates"": [""require"", ""bring"", ""need"", ""remove"", ""choose"", ""select"", ""have"", ""lead"", ""consider"", ""carry"", ""accept"", ""demand"", ""deal"", ""study"", ""assume"", ""involve"", ""guide"", ""aim"", ""shoot"", ""fill"", ""read"", ""direct"", ""acquire"", ""get"", ""claim"", ""learn"", ""consume"", ""film"", ""adopt""]}, {""target2"": ""good"", ""target2_offset"": 38, ""target2_end"": 42, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""beneficial"", ""respectable"", ""effective"", ""well"", ""serious"", ""expert"", ""dear"", ""full"", ""sound"", ""upright"", ""practiced"", ""just"", ""near"", ""ripe"", ""safe"", ""right"", ""honest"", ""secure"", ""honorable""]}, {""target2"": ""places"", ""target2_offset"": 52, ""target2_end"": 58, ""target2_pos"": ""NNS"", ""target2_rank"": 12, ""candidates"": [""homes"", ""positions"", ""spots"", ""seats"", ""properties"", ""posts"", ""shoes"", ""spaces"", ""offices"", ""stations"", ""situations""]}]",5,66,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"Third, the tour guide will take me to good and lovely places and he will help me to take a good picture of our friends.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
nice,"Third, the tour guide will take me to good and **nice** places and he will help me to take a good picture of our friends.","['pleasant', 'lovely', 'delightful']","['charming', 'attractive']","['pleasant', 'lovely', 'delightful']",[],0,"[1, 1, 3]",[],"Third, the tour guide will take me to good and nice places and he will help me to take a good picture of our friends.",nice,delightful,34,prolex,nice,delightful,47,51,"[{""target2"": ""tour"", ""target2_offset"": 11, ""target2_end"": 15, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""circuit"", ""hitch"", ""spell"", ""go"", ""turn""]}, {""target2"": ""guide"", ""target2_offset"": 16, ""target2_end"": 21, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""scout"", ""template""]}, {""target2"": ""take"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""VB"", ""target2_rank"": 6, ""candidates"": [""require"", ""bring"", ""need"", ""remove"", ""choose"", ""select"", ""have"", ""lead"", ""consider"", ""carry"", ""accept"", ""demand"", ""deal"", ""study"", ""assume"", ""involve"", ""guide"", ""aim"", ""shoot"", ""fill"", ""read"", ""direct"", ""acquire"", ""get"", ""claim"", ""learn"", ""consume"", ""film"", ""adopt""]}, {""target2"": ""good"", ""target2_offset"": 38, ""target2_end"": 42, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""beneficial"", ""respectable"", ""effective"", ""well"", ""serious"", ""expert"", ""dear"", ""full"", ""sound"", ""upright"", ""practiced"", ""just"", ""near"", ""ripe"", ""safe"", ""right"", ""honest"", ""secure"", ""honorable""]}, {""target2"": ""places"", ""target2_offset"": 52, ""target2_end"": 58, ""target2_pos"": ""NNS"", ""target2_rank"": 12, ""candidates"": [""homes"", ""positions"", ""spots"", ""seats"", ""properties"", ""posts"", ""shoes"", ""spaces"", ""offices"", ""stations"", ""situations""]}]",5,66,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"Third, the tour guide will take me to good and delightful places and he will help me to take a good picture of our friends.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
difficult,But i do believe that the most **difficult** thing is to be young because it implies a lot of problems and questions for whose we are not always ready.,"['challenging', 'tough', 'hard']","['complex', 'arduous']","['challenging', 'tough', 'hard']",[],0,"[2, 3, 0]",[],But i do believe that the most difficult thing is to be young because it implies a lot of problems and questions for whose we are not always ready.,difficult,tough,36,prolex,difficult,tough,31,40,"[{""target2"": ""believe"", ""target2_offset"": 9, ""target2_end"": 16, ""target2_pos"": ""VB"", ""target2_rank"": 3, ""candidates"": [""think"", ""conceive"", ""trust"", ""consider""]}, {""target2"": ""most"", ""target2_offset"": 26, ""target2_end"": 30, ""target2_pos"": ""RBS"", ""target2_rank"": 6, ""candidates"": [""almost"", ""nearly"", ""virtually"", ""near"", ""about""]}, {""target2"": ""thing"", ""target2_offset"": 41, ""target2_end"": 46, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""matter"", ""affair""]}, {""target2"": ""young"", ""target2_offset"": 56, ""target2_end"": 61, ""target2_pos"": ""JJ"", ""target2_rank"": 12, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""implies"", ""target2_offset"": 73, ""target2_end"": 80, ""target2_pos"": ""VBZ"", ""target2_rank"": 15, ""candidates"": [""means"", ""involves"", ""entails""]}]",5,17,young,youthful,56,61,JJ,selected_conservative,Selected 'youthful' for 'young' from provided candidates; conservative synonym judged to preserve meaning and grammar.,But i do believe that the most tough thing is to be young because it implies a lot of problems and questions for whose we are not always ready.,But i do believe that the most tough thing is to be youthful because it implies a lot of problems and questions for whose we are not always ready.,obvious_bad_phrase:the most tough
