target word,Sentence,acc_subs,unacc_subs,prof_acc_subs,prof_unacc_subs,t_words_cefr,prof_acc_cefr,prof_unacc_cefr,clean_sentence,target_clean,substitute,source_row_idx,dataset,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2
materials,"The different **materials**: Arts, Science, Mathematics, Literature, Politics, World, Economy, Languages, Cook, Technology,History.","['subjects', 'fields', 'disciplines', 'categories', 'topics']",[],"['fields', 'disciplines', 'categories']","['subjects', 'topics']",1,"[1, 3, 2]","[0, 0]","The different materials: Arts, Science, Mathematics, Literature, Politics, World, Economy, Languages, Cook, Technology,History.",materials,subjects,1346,prolex,materials,subjects,14,23,"[{""target2"": ""different"", ""target2_offset"": 4, ""target2_end"": 13, ""target2_pos"": ""JJ"", ""target2_rank"": 1, ""candidates"": [""unlike"", ""dissimilar""]}, {""target2"": ""Arts"", ""target2_offset"": 25, ""target2_end"": 29, ""target2_pos"": ""NNS"", ""target2_rank"": 4, ""candidates"": [""Graphics""]}, {""target2"": ""Mathematics"", ""target2_offset"": 40, ""target2_end"": 51, ""target2_pos"": ""NNP"", ""target2_rank"": 8, ""candidates"": [""Math""]}, {""target2"": ""Literature"", ""target2_offset"": 53, ""target2_end"": 63, ""target2_pos"": ""NNP"", ""target2_rank"": 10, ""candidates"": [""Lit""]}, {""target2"": ""Politics"", ""target2_offset"": 65, ""target2_end"": 73, ""target2_pos"": ""NNP"", ""target2_rank"": 12, ""candidates"": [""Government""]}]",5,6
materials,"The different **materials**: Arts, Science, Mathematics, Literature, Politics, World, Economy, Languages, Cook, Technology,History.","['subjects', 'fields', 'disciplines', 'categories', 'topics']",[],"['fields', 'disciplines', 'categories']","['subjects', 'topics']",1,"[1, 3, 2]","[0, 0]","The different materials: Arts, Science, Mathematics, Literature, Politics, World, Economy, Languages, Cook, Technology,History.",materials,fields,1347,prolex,materials,fields,14,23,"[{""target2"": ""different"", ""target2_offset"": 4, ""target2_end"": 13, ""target2_pos"": ""JJ"", ""target2_rank"": 1, ""candidates"": [""unlike"", ""dissimilar""]}, {""target2"": ""Arts"", ""target2_offset"": 25, ""target2_end"": 29, ""target2_pos"": ""NNS"", ""target2_rank"": 4, ""candidates"": [""Graphics""]}, {""target2"": ""Mathematics"", ""target2_offset"": 40, ""target2_end"": 51, ""target2_pos"": ""NNP"", ""target2_rank"": 8, ""candidates"": [""Math""]}, {""target2"": ""Literature"", ""target2_offset"": 53, ""target2_end"": 63, ""target2_pos"": ""NNP"", ""target2_rank"": 10, ""candidates"": [""Lit""]}, {""target2"": ""Politics"", ""target2_offset"": 65, ""target2_end"": 73, ""target2_pos"": ""NNP"", ""target2_rank"": 12, ""candidates"": [""Government""]}]",5,6
materials,"The different **materials**: Arts, Science, Mathematics, Literature, Politics, World, Economy, Languages, Cook, Technology,History.","['subjects', 'fields', 'disciplines', 'categories', 'topics']",[],"['fields', 'disciplines', 'categories']","['subjects', 'topics']",1,"[1, 3, 2]","[0, 0]","The different materials: Arts, Science, Mathematics, Literature, Politics, World, Economy, Languages, Cook, Technology,History.",materials,disciplines,1348,prolex,materials,disciplines,14,23,"[{""target2"": ""different"", ""target2_offset"": 4, ""target2_end"": 13, ""target2_pos"": ""JJ"", ""target2_rank"": 1, ""candidates"": [""unlike"", ""dissimilar""]}, {""target2"": ""Arts"", ""target2_offset"": 25, ""target2_end"": 29, ""target2_pos"": ""NNS"", ""target2_rank"": 4, ""candidates"": [""Graphics""]}, {""target2"": ""Mathematics"", ""target2_offset"": 40, ""target2_end"": 51, ""target2_pos"": ""NNP"", ""target2_rank"": 8, ""candidates"": [""Math""]}, {""target2"": ""Literature"", ""target2_offset"": 53, ""target2_end"": 63, ""target2_pos"": ""NNP"", ""target2_rank"": 10, ""candidates"": [""Lit""]}, {""target2"": ""Politics"", ""target2_offset"": 65, ""target2_end"": 73, ""target2_pos"": ""NNP"", ""target2_rank"": 12, ""candidates"": [""Government""]}]",5,6
materials,"The different **materials**: Arts, Science, Mathematics, Literature, Politics, World, Economy, Languages, Cook, Technology,History.","['subjects', 'fields', 'disciplines', 'categories', 'topics']",[],"['fields', 'disciplines', 'categories']","['subjects', 'topics']",1,"[1, 3, 2]","[0, 0]","The different materials: Arts, Science, Mathematics, Literature, Politics, World, Economy, Languages, Cook, Technology,History.",materials,categories,1349,prolex,materials,categories,14,23,"[{""target2"": ""different"", ""target2_offset"": 4, ""target2_end"": 13, ""target2_pos"": ""JJ"", ""target2_rank"": 1, ""candidates"": [""unlike"", ""dissimilar""]}, {""target2"": ""Arts"", ""target2_offset"": 25, ""target2_end"": 29, ""target2_pos"": ""NNS"", ""target2_rank"": 4, ""candidates"": [""Graphics""]}, {""target2"": ""Mathematics"", ""target2_offset"": 40, ""target2_end"": 51, ""target2_pos"": ""NNP"", ""target2_rank"": 8, ""candidates"": [""Math""]}, {""target2"": ""Literature"", ""target2_offset"": 53, ""target2_end"": 63, ""target2_pos"": ""NNP"", ""target2_rank"": 10, ""candidates"": [""Lit""]}, {""target2"": ""Politics"", ""target2_offset"": 65, ""target2_end"": 73, ""target2_pos"": ""NNP"", ""target2_rank"": 12, ""candidates"": [""Government""]}]",5,6
materials,"The different **materials**: Arts, Science, Mathematics, Literature, Politics, World, Economy, Languages, Cook, Technology,History.","['subjects', 'fields', 'disciplines', 'categories', 'topics']",[],"['fields', 'disciplines', 'categories']","['subjects', 'topics']",1,"[1, 3, 2]","[0, 0]","The different materials: Arts, Science, Mathematics, Literature, Politics, World, Economy, Languages, Cook, Technology,History.",materials,topics,1350,prolex,materials,topics,14,23,"[{""target2"": ""different"", ""target2_offset"": 4, ""target2_end"": 13, ""target2_pos"": ""JJ"", ""target2_rank"": 1, ""candidates"": [""unlike"", ""dissimilar""]}, {""target2"": ""Arts"", ""target2_offset"": 25, ""target2_end"": 29, ""target2_pos"": ""NNS"", ""target2_rank"": 4, ""candidates"": [""Graphics""]}, {""target2"": ""Mathematics"", ""target2_offset"": 40, ""target2_end"": 51, ""target2_pos"": ""NNP"", ""target2_rank"": 8, ""candidates"": [""Math""]}, {""target2"": ""Literature"", ""target2_offset"": 53, ""target2_end"": 63, ""target2_pos"": ""NNP"", ""target2_rank"": 10, ""candidates"": [""Lit""]}, {""target2"": ""Politics"", ""target2_offset"": 65, ""target2_end"": 73, ""target2_pos"": ""NNP"", ""target2_rank"": 12, ""candidates"": [""Government""]}]",5,6
associated,So both name and fame will be **associated** with him through out his life.,"['linked', 'connected', 'related', 'tied']",['affiliated'],[],"['linked', 'connected', 'related', 'tied']",3,[],"[1, 1, 2, 1]",So both name and fame will be associated with him through out his life.,associated,linked,1351,prolex,associated,linked,30,40,"[{""target2"": ""name"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""figure""]}, {""target2"": ""fame"", ""target2_offset"": 17, ""target2_end"": 21, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""celebrity""]}, {""target2"": ""life"", ""target2_offset"": 66, ""target2_end"": 70, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}]",3,8
associated,So both name and fame will be **associated** with him through out his life.,"['linked', 'connected', 'related', 'tied']",['affiliated'],[],"['linked', 'connected', 'related', 'tied']",3,[],"[1, 1, 2, 1]",So both name and fame will be associated with him through out his life.,associated,connected,1352,prolex,associated,connected,30,40,"[{""target2"": ""name"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""figure""]}, {""target2"": ""fame"", ""target2_offset"": 17, ""target2_end"": 21, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""celebrity""]}, {""target2"": ""life"", ""target2_offset"": 66, ""target2_end"": 70, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}]",3,8
associated,So both name and fame will be **associated** with him through out his life.,"['linked', 'connected', 'related', 'tied']",['affiliated'],[],"['linked', 'connected', 'related', 'tied']",3,[],"[1, 1, 2, 1]",So both name and fame will be associated with him through out his life.,associated,related,1353,prolex,associated,related,30,40,"[{""target2"": ""name"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""figure""]}, {""target2"": ""fame"", ""target2_offset"": 17, ""target2_end"": 21, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""celebrity""]}, {""target2"": ""life"", ""target2_offset"": 66, ""target2_end"": 70, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}]",3,8
associated,So both name and fame will be **associated** with him through out his life.,"['linked', 'connected', 'related', 'tied']",['affiliated'],[],"['linked', 'connected', 'related', 'tied']",3,[],"[1, 1, 2, 1]",So both name and fame will be associated with him through out his life.,associated,tied,1354,prolex,associated,tied,30,40,"[{""target2"": ""name"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""figure""]}, {""target2"": ""fame"", ""target2_offset"": 17, ""target2_end"": 21, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""celebrity""]}, {""target2"": ""life"", ""target2_offset"": 66, ""target2_end"": 70, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}]",3,8
mental,"As a consequence, they do enjoy life by using their **mental** powers in order to succeed in different fields, or by writing and thinking about life in general.","['cognitive', 'intellectual']","['mind', 'cerebral', 'psychological']","['cognitive', 'intellectual']",[],2,"[4, 3]",[],"As a consequence, they do enjoy life by using their mental powers in order to succeed in different fields, or by writing and thinking about life in general.",mental,cognitive,1355,prolex,mental,cognitive,52,58,"[{""target2"": ""consequence"", ""target2_offset"": 5, ""target2_end"": 16, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""effect"", ""result"", ""outcome"", ""moment"", ""event"", ""issue"", ""import"", ""aftermath""]}, {""target2"": ""enjoy"", ""target2_offset"": 26, ""target2_end"": 31, ""target2_pos"": ""VB"", ""target2_rank"": 6, ""candidates"": [""love"", ""revel"", ""delight""]}, {""target2"": ""life"", ""target2_offset"": 32, ""target2_end"": 36, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}, {""target2"": ""using"", ""target2_offset"": 40, ""target2_end"": 45, ""target2_pos"": ""VBG"", ""target2_rank"": 9, ""candidates"": [""applying"", ""employing"", ""utilizing"", ""practicing""]}, {""target2"": ""powers"", ""target2_offset"": 59, ""target2_end"": 65, ""target2_pos"": ""NNS"", ""target2_rank"": 12, ""candidates"": [""abilities"", ""offices"", ""kings"", ""forces"", ""indexes"", ""exponents""]}]",5,27
mental,"As a consequence, they do enjoy life by using their **mental** powers in order to succeed in different fields, or by writing and thinking about life in general.","['cognitive', 'intellectual']","['mind', 'cerebral', 'psychological']","['cognitive', 'intellectual']",[],2,"[4, 3]",[],"As a consequence, they do enjoy life by using their mental powers in order to succeed in different fields, or by writing and thinking about life in general.",mental,intellectual,1356,prolex,mental,intellectual,52,58,"[{""target2"": ""consequence"", ""target2_offset"": 5, ""target2_end"": 16, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""effect"", ""result"", ""outcome"", ""moment"", ""event"", ""issue"", ""import"", ""aftermath""]}, {""target2"": ""enjoy"", ""target2_offset"": 26, ""target2_end"": 31, ""target2_pos"": ""VB"", ""target2_rank"": 6, ""candidates"": [""love"", ""revel"", ""delight""]}, {""target2"": ""life"", ""target2_offset"": 32, ""target2_end"": 36, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}, {""target2"": ""using"", ""target2_offset"": 40, ""target2_end"": 45, ""target2_pos"": ""VBG"", ""target2_rank"": 9, ""candidates"": [""applying"", ""employing"", ""utilizing"", ""practicing""]}, {""target2"": ""powers"", ""target2_offset"": 59, ""target2_end"": 65, ""target2_pos"": ""NNS"", ""target2_rank"": 12, ""candidates"": [""abilities"", ""offices"", ""kings"", ""forces"", ""indexes"", ""exponents""]}]",5,27
obstacles,"Some determinations, **obstacles** or maybe the lack of interest may affect ones' studies.","['barriers', 'hindrances', 'impediments', 'challenges']",['blockades'],"['barriers', 'hindrances', 'impediments']",['challenges'],3,"[3, 5, 4]",[2],"Some determinations, obstacles or maybe the lack of interest may affect ones' studies.",obstacles,barriers,1357,prolex,obstacles,barriers,21,30,"[{""target2"": ""determinations"", ""target2_offset"": 5, ""target2_end"": 19, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""conclusions"", ""decisions"", ""findings"", ""purposes""]}, {""target2"": ""maybe"", ""target2_offset"": 34, ""target2_end"": 39, ""target2_pos"": ""RB"", ""target2_rank"": 5, ""candidates"": [""perhaps"", ""possibly""]}, {""target2"": ""lack"", ""target2_offset"": 44, ""target2_end"": 48, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""deficiency"", ""want""]}, {""target2"": ""interest"", ""target2_offset"": 52, ""target2_end"": 60, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""sake"", ""stake"", ""involvement"", ""pursuit""]}, {""target2"": ""affect"", ""target2_offset"": 65, ""target2_end"": 71, ""target2_pos"": ""VB"", ""target2_rank"": 11, ""candidates"": [""involve"", ""strike"", ""regard"", ""pretend"", ""impress"", ""move"", ""touch"", ""sham"", ""impact""]}]",5,21
obstacles,"Some determinations, **obstacles** or maybe the lack of interest may affect ones' studies.","['barriers', 'hindrances', 'impediments', 'challenges']",['blockades'],"['barriers', 'hindrances', 'impediments']",['challenges'],3,"[3, 5, 4]",[2],"Some determinations, obstacles or maybe the lack of interest may affect ones' studies.",obstacles,hindrances,1358,prolex,obstacles,hindrances,21,30,"[{""target2"": ""determinations"", ""target2_offset"": 5, ""target2_end"": 19, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""conclusions"", ""decisions"", ""findings"", ""purposes""]}, {""target2"": ""maybe"", ""target2_offset"": 34, ""target2_end"": 39, ""target2_pos"": ""RB"", ""target2_rank"": 5, ""candidates"": [""perhaps"", ""possibly""]}, {""target2"": ""lack"", ""target2_offset"": 44, ""target2_end"": 48, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""deficiency"", ""want""]}, {""target2"": ""interest"", ""target2_offset"": 52, ""target2_end"": 60, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""sake"", ""stake"", ""involvement"", ""pursuit""]}, {""target2"": ""affect"", ""target2_offset"": 65, ""target2_end"": 71, ""target2_pos"": ""VB"", ""target2_rank"": 11, ""candidates"": [""involve"", ""strike"", ""regard"", ""pretend"", ""impress"", ""move"", ""touch"", ""sham"", ""impact""]}]",5,21
obstacles,"Some determinations, **obstacles** or maybe the lack of interest may affect ones' studies.","['barriers', 'hindrances', 'impediments', 'challenges']",['blockades'],"['barriers', 'hindrances', 'impediments']",['challenges'],3,"[3, 5, 4]",[2],"Some determinations, obstacles or maybe the lack of interest may affect ones' studies.",obstacles,impediments,1359,prolex,obstacles,impediments,21,30,"[{""target2"": ""determinations"", ""target2_offset"": 5, ""target2_end"": 19, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""conclusions"", ""decisions"", ""findings"", ""purposes""]}, {""target2"": ""maybe"", ""target2_offset"": 34, ""target2_end"": 39, ""target2_pos"": ""RB"", ""target2_rank"": 5, ""candidates"": [""perhaps"", ""possibly""]}, {""target2"": ""lack"", ""target2_offset"": 44, ""target2_end"": 48, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""deficiency"", ""want""]}, {""target2"": ""interest"", ""target2_offset"": 52, ""target2_end"": 60, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""sake"", ""stake"", ""involvement"", ""pursuit""]}, {""target2"": ""affect"", ""target2_offset"": 65, ""target2_end"": 71, ""target2_pos"": ""VB"", ""target2_rank"": 11, ""candidates"": [""involve"", ""strike"", ""regard"", ""pretend"", ""impress"", ""move"", ""touch"", ""sham"", ""impact""]}]",5,21
obstacles,"Some determinations, **obstacles** or maybe the lack of interest may affect ones' studies.","['barriers', 'hindrances', 'impediments', 'challenges']",['blockades'],"['barriers', 'hindrances', 'impediments']",['challenges'],3,"[3, 5, 4]",[2],"Some determinations, obstacles or maybe the lack of interest may affect ones' studies.",obstacles,challenges,1360,prolex,obstacles,challenges,21,30,"[{""target2"": ""determinations"", ""target2_offset"": 5, ""target2_end"": 19, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""conclusions"", ""decisions"", ""findings"", ""purposes""]}, {""target2"": ""maybe"", ""target2_offset"": 34, ""target2_end"": 39, ""target2_pos"": ""RB"", ""target2_rank"": 5, ""candidates"": [""perhaps"", ""possibly""]}, {""target2"": ""lack"", ""target2_offset"": 44, ""target2_end"": 48, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""deficiency"", ""want""]}, {""target2"": ""interest"", ""target2_offset"": 52, ""target2_end"": 60, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""sake"", ""stake"", ""involvement"", ""pursuit""]}, {""target2"": ""affect"", ""target2_offset"": 65, ""target2_end"": 71, ""target2_pos"": ""VB"", ""target2_rank"": 11, ""candidates"": [""involve"", ""strike"", ""regard"", ""pretend"", ""impress"", ""move"", ""touch"", ""sham"", ""impact""]}]",5,21
said,"when the teacher **said** "" the people die because","['stated', 'mentioned']",['articulated'],"['stated', 'mentioned']",[],0,"[2, 1]",[],"when the teacher said "" the people die because",said,stated,1361,prolex,said,stated,17,21,"[{""target2"": ""teacher"", ""target2_offset"": 9, ""target2_end"": 16, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""instructor""]}, {""target2"": ""people"", ""target2_offset"": 28, ""target2_end"": 34, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""mass"", ""masses""]}]",2,3
said,"when the teacher **said** "" the people die because","['stated', 'mentioned']",['articulated'],"['stated', 'mentioned']",[],0,"[2, 1]",[],"when the teacher said "" the people die because",said,mentioned,1362,prolex,said,mentioned,17,21,"[{""target2"": ""teacher"", ""target2_offset"": 9, ""target2_end"": 16, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""instructor""]}, {""target2"": ""people"", ""target2_offset"": 28, ""target2_end"": 34, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""mass"", ""masses""]}]",2,3
project,"For example think, I am working on a **project**  which is related to derivative controls.","['task', 'assignment', 'endeavor']","['venture', 'initiative']","['task', 'assignment', 'endeavor']",[],0,"[1, 2, 3]",[],"For example think, I am working on a project  which is related to derivative controls.",project,task,1363,prolex,project,task,37,44,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""think"", ""target2_offset"": 12, ""target2_end"": 17, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""working"", ""target2_offset"": 24, ""target2_end"": 31, ""target2_pos"": ""VBG"", ""target2_rank"": 6, ""candidates"": [""bring"", ""solving"", ""operating"", ""influencing"", ""forming"", ""functioning"", ""exploiting"", ""shaping"", ""going"", ""exercising"", ""acting"", ""making"", ""molding"", ""playing"", ""turning"", ""processing""]}, {""target2"": ""related"", ""target2_offset"": 55, ""target2_end"": 62, ""target2_pos"": ""VBN"", ""target2_rank"": 12, ""candidates"": [""concerned"", ""associated"", ""linked"", ""connected"", ""touched""]}, {""target2"": ""controls"", ""target2_offset"": 77, ""target2_end"": 85, ""target2_pos"": ""NNS"", ""target2_rank"": 15, ""candidates"": [""restraints"", ""commands"", ""controllers""]}]",5,43
project,"For example think, I am working on a **project**  which is related to derivative controls.","['task', 'assignment', 'endeavor']","['venture', 'initiative']","['task', 'assignment', 'endeavor']",[],0,"[1, 2, 3]",[],"For example think, I am working on a project  which is related to derivative controls.",project,assignment,1364,prolex,project,assignment,37,44,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""think"", ""target2_offset"": 12, ""target2_end"": 17, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""working"", ""target2_offset"": 24, ""target2_end"": 31, ""target2_pos"": ""VBG"", ""target2_rank"": 6, ""candidates"": [""bring"", ""solving"", ""operating"", ""influencing"", ""forming"", ""functioning"", ""exploiting"", ""shaping"", ""going"", ""exercising"", ""acting"", ""making"", ""molding"", ""playing"", ""turning"", ""processing""]}, {""target2"": ""related"", ""target2_offset"": 55, ""target2_end"": 62, ""target2_pos"": ""VBN"", ""target2_rank"": 12, ""candidates"": [""concerned"", ""associated"", ""linked"", ""connected"", ""touched""]}, {""target2"": ""controls"", ""target2_offset"": 77, ""target2_end"": 85, ""target2_pos"": ""NNS"", ""target2_rank"": 15, ""candidates"": [""restraints"", ""commands"", ""controllers""]}]",5,43
project,"For example think, I am working on a **project**  which is related to derivative controls.","['task', 'assignment', 'endeavor']","['venture', 'initiative']","['task', 'assignment', 'endeavor']",[],0,"[1, 2, 3]",[],"For example think, I am working on a project  which is related to derivative controls.",project,endeavor,1365,prolex,project,endeavor,37,44,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""think"", ""target2_offset"": 12, ""target2_end"": 17, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""working"", ""target2_offset"": 24, ""target2_end"": 31, ""target2_pos"": ""VBG"", ""target2_rank"": 6, ""candidates"": [""bring"", ""solving"", ""operating"", ""influencing"", ""forming"", ""functioning"", ""exploiting"", ""shaping"", ""going"", ""exercising"", ""acting"", ""making"", ""molding"", ""playing"", ""turning"", ""processing""]}, {""target2"": ""related"", ""target2_offset"": 55, ""target2_end"": 62, ""target2_pos"": ""VBN"", ""target2_rank"": 12, ""candidates"": [""concerned"", ""associated"", ""linked"", ""connected"", ""touched""]}, {""target2"": ""controls"", ""target2_offset"": 77, ""target2_end"": 85, ""target2_pos"": ""NNS"", ""target2_rank"": 15, ""candidates"": [""restraints"", ""commands"", ""controllers""]}]",5,43
scientists,"Also, people who are **scientists** try to find a new energy source without petrol or electricity.","['researchers', 'experts', 'specialists']","['investigators', 'scholars']","['researchers', 'experts', 'specialists']",[],0,"[1, 1, 3]",[],"Also, people who are scientists try to find a new energy source without petrol or electricity.",scientists,researchers,1366,prolex,scientists,researchers,21,31,"[{""target2"": ""Also"", ""target2_offset"": 0, ""target2_end"": 4, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Too"", ""Likewise"", ""Besides""]}, {""target2"": ""people"", ""target2_offset"": 6, ""target2_end"": 12, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""find"", ""target2_offset"": 39, ""target2_end"": 43, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""feel"", ""see"", ""determine"", ""get"", ""notice"", ""observe"", ""receive"", ""detect"", ""discover"", ""obtain"", ""retrieve"", ""recover"", ""encounter"", ""witness"", ""regain"", ""ascertain"", ""bump"", ""rule"", ""incur"", ""chance"", ""happen""]}, {""target2"": ""energy"", ""target2_offset"": 50, ""target2_end"": 56, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""vitality"", ""zip"", ""push""]}, {""target2"": ""source"", ""target2_offset"": 57, ""target2_end"": 63, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""origin"", ""author"", ""root"", ""beginning"", ""germ"", ""informant"", ""seed"", ""generator"", ""reference"", ""reservoir""]}]",5,39
scientists,"Also, people who are **scientists** try to find a new energy source without petrol or electricity.","['researchers', 'experts', 'specialists']","['investigators', 'scholars']","['researchers', 'experts', 'specialists']",[],0,"[1, 1, 3]",[],"Also, people who are scientists try to find a new energy source without petrol or electricity.",scientists,experts,1367,prolex,scientists,experts,21,31,"[{""target2"": ""Also"", ""target2_offset"": 0, ""target2_end"": 4, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Too"", ""Likewise"", ""Besides""]}, {""target2"": ""people"", ""target2_offset"": 6, ""target2_end"": 12, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""find"", ""target2_offset"": 39, ""target2_end"": 43, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""feel"", ""see"", ""determine"", ""get"", ""notice"", ""observe"", ""receive"", ""detect"", ""discover"", ""obtain"", ""retrieve"", ""recover"", ""encounter"", ""witness"", ""regain"", ""ascertain"", ""bump"", ""rule"", ""incur"", ""chance"", ""happen""]}, {""target2"": ""energy"", ""target2_offset"": 50, ""target2_end"": 56, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""vitality"", ""zip"", ""push""]}, {""target2"": ""source"", ""target2_offset"": 57, ""target2_end"": 63, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""origin"", ""author"", ""root"", ""beginning"", ""germ"", ""informant"", ""seed"", ""generator"", ""reference"", ""reservoir""]}]",5,39
