dataset,source_target_id,source_substitute_id,clean_sentence,target_clean,substitute,prefix,suffix,target_offset,pos,label_score,num_labels,source_row_idx,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions,reject_reason
swords,t:6d772246c06042f74cd62d6b6e39339b351b660c,s:9ccfab80224d51621427db80a56938242276fc48,"She did not like my plays. I had impressed her because I was famous and amusing
                    and not, as I had hoped, because I was a great artist. That bothered (yes, and
                    intrigued) me until I realized that she was bored by most plays, movies, and
                    vid.",great,excellent,"She did not like my plays. I had impressed her because I was famous and amusing
                    and not, as I had hoped, because I was a "," artist. That bothered (yes, and
                    intrigued) me until I realized that she was bored by most plays, movies, and
                    vid.",141,ADJ,0.7,10,30,great,excellent,141,146,"[{""target2"": ""impressed"", ""target2_offset"": 33, ""target2_end"": 42, ""target2_pos"": ""VBN"", ""target2_rank"": 8, ""candidates"": [""moved"", ""printed"", ""affected""]}, {""target2"": ""famous"", ""target2_offset"": 61, ""target2_end"": 67, ""target2_pos"": ""JJ"", ""target2_rank"": 13, ""candidates"": [""famed"", ""noted"", ""notable"", ""renowned"", ""celebrated""]}, {""target2"": ""hoped"", ""target2_offset"": 118, ""target2_end"": 123, ""target2_pos"": ""VBN"", ""target2_rank"": 22, ""candidates"": [""desired"", ""trusted""]}, {""target2"": ""bothered"", ""target2_offset"": 160, ""target2_end"": 168, ""target2_pos"": ""VBD"", ""target2_rank"": 31, ""candidates"": [""annoyed"", ""troubled""]}, {""target2"": ""intrigued"", ""target2_offset"": 199, ""target2_end"": 208, ""target2_pos"": ""VBN"", ""target2_rank"": 36, ""candidates"": [""fascinated""]}]",5,13,famous,renowned,61,67,JJ,selected,high-confidence synonym from provided candidates,"She did not like my plays. I had impressed her because I was famous and amusing
                    and not, as I had hoped, because I was a excellent artist. That bothered (yes, and
                    intrigued) me until I realized that she was bored by most plays, movies, and
                    vid.","She did not like my plays. I had impressed her because I was renowned and amusing
                    and not, as I had hoped, because I was a excellent artist. That bothered (yes, and
                    intrigued) me until I realized that she was bored by most plays, movies, and
                    vid.",obvious_article_error
swords,t:6618344b2f38ec45038c102eda48ad06331c86e9,s:89229abc0e452b972dbcf1f194dbed7084d5b13d,"""Where!"" I demanded, squeezing his throat
                    until he began jerking his head madly at the sculpture. 
                 I stared at the naked Tasha.",began,start,"""Where!"" I demanded, squeezing his throat
                    until he "," jerking his head madly at the sculpture. 
                 I stared at the naked Tasha.",71,VERB,0.7,10,32,began,start,71,76,"[{""target2"": ""demanded"", ""target2_offset"": 11, ""target2_end"": 19, ""target2_pos"": ""VBD"", ""target2_rank"": 5, ""candidates"": [""required"", ""need"", ""involved"", ""asked"", ""postulated""]}, {""target2"": ""squeezing"", ""target2_offset"": 21, ""target2_end"": 30, ""target2_pos"": ""VBG"", ""target2_rank"": 7, ""candidates"": [""forcing"", ""crushing"", ""embracing"", ""pressing"", ""contracting""]}, {""target2"": ""head"", ""target2_offset"": 89, ""target2_end"": 93, ""target2_pos"": ""NN"", ""target2_rank"": 15, ""candidates"": [""mind"", ""question"", ""brain"", ""chief"", ""principal"", ""heading"", ""nous"", ""pass"", ""point"", ""header"", ""forefront""]}, {""target2"": ""stared"", ""target2_offset"": 138, ""target2_end"": 144, ""target2_pos"": ""VBD"", ""target2_rank"": 21, ""candidates"": [""gazed""]}, {""target2"": ""naked"", ""target2_offset"": 152, ""target2_end"": 157, ""target2_pos"": ""JJ"", ""target2_rank"": 24, ""candidates"": [""bare"", ""nude"", ""raw""]}]",5,25,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""Where!"" I demanded, squeezing his throat
                    until he start jerking his head madly at the sculpture. 
                 I stared at the naked Tasha.","""Where!"" I demanded, squeezing his throat
                    until he start jerking his head madly at the sculpture. 
                 I stared at the naked Tasha.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:a0025f94b46152e1ba36408f35b17103cc7a438a,s:b43c1f500811cc33da4d8e2ddda593296f0d7e3c,"Instead, I asked, ""Is he handsome?"" 
                 ""You're jealous."" 
                 ""A tiny bit.",jealous,envying,"Instead, I asked, ""Is he handsome?"" 
                 ""You're ","."" 
                 ""A tiny bit.",62,ADJ,0.8,10,35,jealous,envying,62,69,"[{""target2"": ""Instead"", ""target2_offset"": 0, ""target2_end"": 7, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Rather"", ""Alternatively""]}, {""target2"": ""asked"", ""target2_offset"": 11, ""target2_end"": 16, ""target2_pos"": ""VBD"", ""target2_rank"": 3, ""candidates"": [""required"", ""need"", ""expected"", ""demanded"", ""inquired"", ""involved"", ""postulated""]}]",2,9,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Instead, I asked, ""Is he handsome?"" 
                 ""You're envying."" 
                 ""A tiny bit.","Instead, I asked, ""Is he handsome?"" 
                 ""You're envying."" 
                 ""A tiny bit.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:655471b0fd582c63dc18f37da421cfe2ba98a941,s:14340ac46e25276c37678f7848779b33c29c7cb3,"Had he been faster, he could have had rage. I threw a chair at
                    him. As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck.",chair,recliner,"Had he been faster, he could have had rage. I threw a "," at
                    him. As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck.",54,NOUN,0.6,10,38,chair,recliner,54,59,"[{""target2"": ""faster"", ""target2_offset"": 12, ""target2_end"": 18, ""target2_pos"": ""RB"", ""target2_rank"": 3, ""candidates"": [""quicker""]}, {""target2"": ""threw"", ""target2_offset"": 46, ""target2_end"": 51, ""target2_pos"": ""VBD"", ""target2_rank"": 11, ""candidates"": [""shed"", ""confused"", ""switched"", ""projected""]}, {""target2"": ""fell"", ""target2_offset"": 94, ""target2_end"": 98, ""target2_pos"": ""VBD"", ""target2_rank"": 18, ""candidates"": [""decreased"", ""descended"", ""diminished"", ""comed"", ""flowed"", ""passed"", ""accrued"", ""settled"", ""returned"", ""vanished"", ""precipitated""]}, {""target2"": ""scrambled"", ""target2_offset"": 102, ""target2_end"": 111, ""target2_pos"": ""VBD"", ""target2_rank"": 21, ""candidates"": [""struggled""]}, {""target2"": ""knees"", ""target2_offset"": 125, ""target2_end"": 130, ""target2_pos"": ""NNS"", ""target2_rank"": 26, ""candidates"": [""genus""]}]",5,18,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Had he been faster, he could have had rage. I threw a recliner at
                    him. As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck.","Had he been faster, he could have had rage. I threw a recliner at
                    him. As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:771ad5d3888f9a594eea53997c4489e66d3efe18,s:6d7224bb0f1c201d297192d0d7b0f81b07de0f28,"""Oh?"" 
                 ""He'll be our neighbor. You say we're becoming too insular, that we need to
                    socialize --""",neighbor,neighbour,"""Oh?"" 
                 ""He'll be our ",". You say we're becoming too insular, that we need to
                    socialize --""",38,NOUN,0.8,10,40,neighbor,neighbour,38,46,"[{""target2"": ""becoming"", ""target2_offset"": 62, ""target2_end"": 70, ""target2_pos"": ""VBG"", ""target2_rank"": 14, ""candidates"": [""going"", ""turning""]}, {""target2"": ""need"", ""target2_offset"": 92, ""target2_end"": 96, ""target2_pos"": ""VBP"", ""target2_rank"": 20, ""candidates"": [""require"", ""demand"", ""take"", ""want"", ""involve"", ""ask""]}]",2,8,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""Oh?"" 
                 ""He'll be our neighbour. You say we're becoming too insular, that we need to
                    socialize --""","""Oh?"" 
                 ""He'll be our neighbour. You say we're becoming too insular, that we need to
                    socialize --""",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:fd96267e5f74aff605cbaaf143c46c9544a6dafc,s:6d36965415d004dcfd97ec1be5b0aeaa4449d1ad,"As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck. 
                 I shouted, ""Where is she? Tell me, or I'll kill --""",shouted,exclaim,"As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck. 
                 I ",", ""Where is she? Tell me, or I'll kill --""",130,VERB,0.6,10,42,shouted,exclaim,130,137,"[{""target2"": ""fell"", ""target2_offset"": 6, ""target2_end"": 10, ""target2_pos"": ""VBD"", ""target2_rank"": 2, ""candidates"": [""decreased"", ""descended"", ""diminished"", ""comed"", ""flowed"", ""passed"", ""accrued"", ""settled"", ""returned"", ""vanished"", ""precipitated""]}, {""target2"": ""scrambled"", ""target2_offset"": 14, ""target2_end"": 23, ""target2_pos"": ""VBD"", ""target2_rank"": 5, ""candidates"": [""struggled""]}, {""target2"": ""knees"", ""target2_offset"": 37, ""target2_end"": 42, ""target2_pos"": ""NNS"", ""target2_rank"": 10, ""candidates"": [""genus""]}, {""target2"": ""arms"", ""target2_offset"": 55, ""target2_end"": 59, ""target2_pos"": ""NNS"", ""target2_rank"": 13, ""candidates"": [""weapons"", ""branches"", ""sleeves"", ""limbs""]}, {""target2"": ""fingers"", ""target2_offset"": 64, ""target2_end"": 71, ""target2_pos"": ""NNS"", ""target2_rank"": 16, ""candidates"": [""digits""]}]",5,18,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck. 
                 I exclaim, ""Where is she? Tell me, or I'll kill --""","As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck. 
                 I exclaim, ""Where is she? Tell me, or I'll kill --""",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:e8a633463c95076cbd7fdcac769e4bd5dac5aab5,s:cbf6fe096f2d170c3815cd13f118b2c7b2263af5,"""For your kindness in inviting a stranger into your home."" He held it out, and
                    with a delighted ""Oh!"" Tasha snatched it from him to rip away the paper.",delighted,jubilant,"""For your kindness in inviting a stranger into your home."" He held it out, and
                    with a "," ""Oh!"" Tasha snatched it from him to rip away the paper.",106,ADJ,0.8,10,44,delighted,jubilant,106,115,"[{""target2"": ""inviting"", ""target2_offset"": 22, ""target2_end"": 30, ""target2_pos"": ""VBG"", ""target2_rank"": 5, ""candidates"": [""receiving"", ""tempting""]}, {""target2"": ""stranger"", ""target2_offset"": 33, ""target2_end"": 41, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""alien"", ""unknown""]}, {""target2"": ""held"", ""target2_offset"": 62, ""target2_end"": 66, ""target2_pos"": ""VBD"", ""target2_rank"": 13, ""candidates"": [""agreed"", ""maintained"", ""contained"", ""supported"", ""deemed"", ""declared"", ""halted"", ""checked"", ""prevailed"", ""defended"", ""guarded"", ""booked"", ""obliged""]}, {""target2"": ""away"", ""target2_offset"": 156, ""target2_end"": 160, ""target2_pos"": ""RP"", ""target2_rank"": 32, ""candidates"": [""off"", ""aside"", ""forth"", ""by"", ""out""]}, {""target2"": ""paper"", ""target2_offset"": 165, ""target2_end"": 170, ""target2_pos"": ""NN"", ""target2_rank"": 34, ""candidates"": [""newspaper"", ""theme"", ""report"", ""composition""]}]",5,26,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""For your kindness in inviting a stranger into your home."" He held it out, and
                    with a jubilant ""Oh!"" Tasha snatched it from him to rip away the paper.","""For your kindness in inviting a stranger into your home."" He held it out, and
                    with a jubilant ""Oh!"" Tasha snatched it from him to rip away the paper.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:37ab1a20e63700fb846bd087ca24fb1d885c00dd,s:5f0fbecb7685fcb27dd4b42d07dc3b1cd21d8375,"Tarrin, no doubt with orders from
Mason, was questioning her command decisions. That's what I get for not using
mercenaries.

She returned to her watch, regarding her own reflection in the long window.",using,adopt,"Tarrin, no doubt with orders from
Mason, was questioning her command decisions. That's what I get for not ","
mercenaries.

She returned to her watch, regarding her own reflection in the long window.",106,VERB,0.7,10,47,using,adopt,106,111,"[{""target2"": ""doubt"", ""target2_offset"": 11, ""target2_end"": 16, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""question"", ""uncertainty""]}, {""target2"": ""orders"", ""target2_offset"": 22, ""target2_end"": 28, ""target2_pos"": ""NNS"", ""target2_rank"": 5, ""candidates"": [""clubs"", ""societies""]}, {""target2"": ""questioning"", ""target2_offset"": 45, ""target2_end"": 56, ""target2_pos"": ""VBG"", ""target2_rank"": 10, ""candidates"": [""wondering"", ""interviewing""]}, {""target2"": ""command"", ""target2_offset"": 61, ""target2_end"": 68, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""mastery"", ""control"", ""bid"", ""bidding"", ""statement"", ""instruction""]}, {""target2"": ""returned"", ""target2_offset"": 130, ""target2_end"": 138, ""target2_pos"": ""VBD"", ""target2_rank"": 24, ""candidates"": [""yielded"", ""recalled"", ""generated"", ""rendered"", ""delivered"", ""passed""]}]",5,18,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Tarrin, no doubt with orders from
Mason, was questioning her command decisions. That's what I get for not adopt
mercenaries.

She returned to her watch, regarding her own reflection in the long window.","Tarrin, no doubt with orders from
Mason, was questioning her command decisions. That's what I get for not adopt
mercenaries.

She returned to her watch, regarding her own reflection in the long window.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:f13a3d80d74346bf591975ee90b3276889746fef,s:e095f52f237c7ef86f904df8d3bc63f90042a62d,"In the first nine months, net was $306 million, compared with a loss of $195 million in the 1988 period. The year-ago results included a $415 million charge in the 1988 second quarter for underperforming real estate and mortgage loans.",ago,prior,"In the first nine months, net was $306 million, compared with a loss of $195 million in the 1988 period. The year-", results included a $415 million charge in the 1988 second quarter for underperforming real estate and mortgage loans.,114,ADV,0.8,10,48,ago,prior,114,117,"[{""target2"": ""first"", ""target2_offset"": 7, ""target2_end"": 12, ""target2_pos"": ""JJ"", ""target2_rank"": 2, ""candidates"": [""foremost"", ""inaugural"", ""maiden"", ""beginning"", ""initiative""]}, {""target2"": ""loss"", ""target2_offset"": 64, ""target2_end"": 68, ""target2_pos"": ""NN"", ""target2_rank"": 15, ""candidates"": [""passing"", ""release"", ""red"", ""exit"", ""going"", ""departure"", ""expiration"", ""deprivation""]}, {""target2"": ""results"", ""target2_offset"": 118, ""target2_end"": 125, ""target2_pos"": ""NNS"", ""target2_rank"": 26, ""candidates"": [""effects"", ""answers"", ""consequences"", ""outcomes"", ""solutions"", ""events"", ""issues"", ""solvents"", ""resolutions""]}, {""target2"": ""charge"", ""target2_offset"": 150, ""target2_end"": 156, ""target2_pos"": ""NN"", ""target2_rank"": 32, ""candidates"": [""mission"", ""thrill"", ""care"", ""kick"", ""bang"", ""boot"", ""rush"", ""flush"", ""bearing"", ""billing"", ""complaint"", ""direction"", ""accusation"", ""commission""]}, {""target2"": ""quarter"", ""target2_offset"": 176, ""target2_end"": 183, ""target2_pos"": ""NN"", ""target2_rank"": 37, ""candidates"": [""stern"", ""tail"", ""fourth""]}]",5,39,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"In the first nine months, net was $306 million, compared with a loss of $195 million in the 1988 period. The year-prior results included a $415 million charge in the 1988 second quarter for underperforming real estate and mortgage loans.","In the first nine months, net was $306 million, compared with a loss of $195 million in the 1988 period. The year-prior results included a $415 million charge in the 1988 second quarter for underperforming real estate and mortgage loans.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:9ffe14d8673986e306b4225a45fb421c068adb3b,s:368033164d394f984ba02f0aacc1f7ce9bdb1370,"He's not even bringing them back through for a face to face
briefing. He says we should come through now, immediately, before the probe is
reported late.""

""Harmon, tell that good for nothing son of a beta to get his hindquarters
through the gate and back here NOW, or I'll open fire on him when we come back
through.""",immediately,directly,"He's not even bringing them back through for a face to face
briefing. He says we should come through now, ",", before the probe is
reported late.""

""Harmon, tell that good for nothing son of a beta to get his hindquarters
through the gate and back here NOW, or I'll open fire on him when we come back
through.""",106,ADV,0.6,10,51,immediately,directly,106,117,"[{""target2"": ""even"", ""target2_offset"": 9, ""target2_end"": 13, ""target2_pos"": ""RB"", ""target2_rank"": 3, ""candidates"": [""still"", ""yet""]}, {""target2"": ""bringing"", ""target2_offset"": 14, ""target2_end"": 22, ""target2_pos"": ""VBG"", ""target2_rank"": 4, ""candidates"": [""bring"", ""taking"", ""contributing"", ""adding"", ""lending"", ""landing"", ""working"", ""playing"", ""conveying""]}, {""target2"": ""back"", ""target2_offset"": 28, ""target2_end"": 32, ""target2_pos"": ""RP"", ""target2_rank"": 6, ""candidates"": [""backward"", ""backwards""]}, {""target2"": ""face"", ""target2_offset"": 47, ""target2_end"": 51, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""look"", ""expression"", ""side"", ""brass"", ""case"", ""font"", ""cheek"", ""nerve"", ""aspect""]}, {""target2"": ""face"", ""target2_offset"": 55, ""target2_end"": 59, ""target2_pos"": ""VB"", ""target2_rank"": 12, ""candidates"": [""confront"", ""front"", ""look"", ""present""]}]",5,26,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"He's not even bringing them back through for a face to face
briefing. He says we should come through now, directly, before the probe is
reported late.""

""Harmon, tell that good for nothing son of a beta to get his hindquarters
through the gate and back here NOW, or I'll open fire on him when we come back
through.""","He's not even bringing them back through for a face to face
briefing. He says we should come through now, directly, before the probe is
reported late.""

""Harmon, tell that good for nothing son of a beta to get his hindquarters
through the gate and back here NOW, or I'll open fire on him when we come back
through.""",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:ba622e322435465f18ff7f073f306fc4578ad2a2,s:501477139ca1bebb2669b8c7228b1c4f08aa5d8b,"Hot ballot topics are expected to be abortion, the environment and insurance reform.  

Taking a cue from California, more politicians will launch their campaigns by backing initiatives, says David Magleby of Brigham Young University.  

PHOTOGRAPH COLLECTING gains new stature as prices rise.",cue,hint,"Hot ballot topics are expected to be abortion, the environment and insurance reform.  

Taking a "," from California, more politicians will launch their campaigns by backing initiatives, says David Magleby of Brigham Young University.  

PHOTOGRAPH COLLECTING gains new stature as prices rise.",97,NOUN,0.8,10,56,cue,hint,97,100,"[{""target2"": ""ballot"", ""target2_offset"": 4, ""target2_end"": 10, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""vote"", ""voting""]}, {""target2"": ""topics"", ""target2_offset"": 11, ""target2_end"": 17, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""matters"", ""subjects"", ""themes"", ""issues""]}, {""target2"": ""expected"", ""target2_offset"": 22, ""target2_end"": 30, ""target2_pos"": ""VBN"", ""target2_rank"": 4, ""candidates"": [""waited"", ""awaited"", ""required"", ""anticipated"", ""asked"", ""looked""]}, {""target2"": ""environment"", ""target2_offset"": 51, ""target2_end"": 62, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""surroundings"", ""surround""]}, {""target2"": ""insurance"", ""target2_offset"": 67, ""target2_end"": 76, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""policy""]}]",5,15,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Hot ballot topics are expected to be abortion, the environment and insurance reform.  

Taking a hint from California, more politicians will launch their campaigns by backing initiatives, says David Magleby of Brigham Young University.  

PHOTOGRAPH COLLECTING gains new stature as prices rise.","Hot ballot topics are expected to be abortion, the environment and insurance reform.  

Taking a hint from California, more politicians will launch their campaigns by backing initiatives, says David Magleby of Brigham Young University.  

PHOTOGRAPH COLLECTING gains new stature as prices rise.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
