dataset,source_target_id,source_substitute_id,clean_sentence,target_clean,substitute,prefix,suffix,target_offset,pos,label_score,num_labels,source_row_idx,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions
swords,t:186bb26b85ec5f562b97356621162bb0bfee5ff2,s:dc2d3beec25f51b89bc21a4a50375ce4d7ef414f,"Yes, Self, I am also bothered that this observation ignores half-eaten cheese
                    sandwiches, incomplete insect collections, and locks of infants' hair, forgotten
                    in closets, basements, and warehouses. 
                 You see the inspiration for my latest play, ""Captured Moments."" The mindwipe
                    will take its creation from my future self --but time too often does that
                    without aid.",latest,new,"Yes, Self, I am also bothered that this observation ignores half-eaten cheese
                    sandwiches, incomplete insect collections, and locks of infants' hair, forgotten
                    in closets, basements, and warehouses. 
                 You see the inspiration for my "," play, ""Captured Moments."" The mindwipe
                    will take its creation from my future self --but time too often does that
                    without aid.",287,ADJ,0.7,10,10,latest,new,287,293,"[{""target2"": ""also"", ""target2_offset"": 16, ""target2_end"": 20, ""target2_pos"": ""RB"", ""target2_rank"": 6, ""candidates"": [""too"", ""likewise"", ""besides""]}, {""target2"": ""bothered"", ""target2_offset"": 21, ""target2_end"": 29, ""target2_pos"": ""VBN"", ""target2_rank"": 7, ""candidates"": [""annoyed"", ""troubled""]}, {""target2"": ""observation"", ""target2_offset"": 40, ""target2_end"": 51, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""notice"", ""watching"", ""reflection""]}, {""target2"": ""ignores"", ""target2_offset"": 52, ""target2_end"": 59, ""target2_pos"": ""VBZ"", ""target2_rank"": 11, ""candidates"": [""dismiss"", ""discounts"", ""cuts""]}, {""target2"": ""insect"", ""target2_offset"": 121, ""target2_end"": 127, ""target2_pos"": ""NN"", ""target2_rank"": 17, ""candidates"": [""worm""]}]",5,12,also,likewise,16,20,RB,selected,contextual additive adverb synonym from provided candidates,"Yes, Self, I am also bothered that this observation ignores half-eaten cheese
                    sandwiches, incomplete insect collections, and locks of infants' hair, forgotten
                    in closets, basements, and warehouses. 
                 You see the inspiration for my new play, ""Captured Moments."" The mindwipe
                    will take its creation from my future self --but time too often does that
                    without aid.","Yes, Self, I am likewise bothered that this observation ignores half-eaten cheese
                    sandwiches, incomplete insect collections, and locks of infants' hair, forgotten
                    in closets, basements, and warehouses. 
                 You see the inspiration for my new play, ""Captured Moments."" The mindwipe
                    will take its creation from my future self --but time too often does that
                    without aid."
swords,t:6f93f4fe81129c6e4999d21f6910a0a5bad167d5,s:108fd79f424a7aaaeaa1c399306261a022ef3db2,"The other concern wasn't identified.  

Ratners's chairman, Gerald Ratner, said the deal remains of ""substantial benefit to Ratners."" In London at mid-afternoon yesterday, Ratners's shares were up 2 pence (1.26 cents), at 260 pence ($1.64).",benefit,help,"The other concern wasn't identified.  

Ratners's chairman, Gerald Ratner, said the deal remains of ""substantial "," to Ratners."" In London at mid-afternoon yesterday, Ratners's shares were up 2 pence (1.26 cents), at 260 pence ($1.64).",113,NOUN,0.7,10,11,benefit,help,113,120,"[{""target2"": ""other"", ""target2_offset"": 4, ""target2_end"": 9, ""target2_pos"": ""JJ"", ""target2_rank"": 1, ""candidates"": [""early"", ""former""]}, {""target2"": ""concern"", ""target2_offset"": 10, ""target2_end"": 17, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""business"", ""worry"", ""fear"", ""headache"", ""care""]}, {""target2"": ""chairman"", ""target2_offset"": 50, ""target2_end"": 58, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""president"", ""chair""]}, {""target2"": ""said"", ""target2_offset"": 75, ""target2_end"": 79, ""target2_pos"": ""VBD"", ""target2_rank"": 13, ""candidates"": [""stated"", ""supposed"", ""ordered"", ""alleged"", ""pronounced"", ""articulated""]}, {""target2"": ""deal"", ""target2_offset"": 84, ""target2_end"": 88, ""target2_pos"": ""NN"", ""target2_rank"": 15, ""candidates"": [""mass"", ""lot"", ""pile"", ""trade"", ""bargain"", ""heap"", ""plenty"", ""hand"", ""mint"", ""flock"", ""sight"", ""pot"", ""mess"", ""raft"", ""slew"", ""batch"", ""stack"", ""mountain""]}]",5,33,said,stated,75,79,VBD,selected,high-confidence synonym from provided candidates,"The other concern wasn't identified.  

Ratners's chairman, Gerald Ratner, said the deal remains of ""substantial help to Ratners."" In London at mid-afternoon yesterday, Ratners's shares were up 2 pence (1.26 cents), at 260 pence ($1.64).","The other concern wasn't identified.  

Ratners's chairman, Gerald Ratner, stated the deal remains of ""substantial help to Ratners."" In London at mid-afternoon yesterday, Ratners's shares were up 2 pence (1.26 cents), at 260 pence ($1.64)."
swords,t:4ce61c863aeae3ab1ba2e1952b9585edd848dbc9,s:839ece54bb5459cce03d12180b5dfd3c957f4038,"This year's results included a gain of $70.2 million on the disposal of seafood operations. Sales for the full year were $6.6 billion, up 13% from $5.8 billion.  

Ralston said its restructuring costs include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company.",full,entire,This year's results included a gain of $70.2 million on the disposal of seafood operations. Sales for the ," year were $6.6 billion, up 13% from $5.8 billion.  

Ralston said its restructuring costs include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company.",106,ADJ,0.7,10,12,full,entire,106,110,"[{""target2"": ""year"", ""target2_offset"": 5, ""target2_end"": 9, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""yr"", ""class""]}, {""target2"": ""results"", ""target2_offset"": 12, ""target2_end"": 19, ""target2_pos"": ""NNS"", ""target2_rank"": 3, ""candidates"": [""effects"", ""answers"", ""consequences"", ""outcomes"", ""solutions"", ""events"", ""issues"", ""solvents"", ""resolutions""]}, {""target2"": ""gain"", ""target2_offset"": 31, ""target2_end"": 35, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""increase"", ""profit"", ""addition"", ""amplification""]}, {""target2"": ""disposal"", ""target2_offset"": 60, ""target2_end"": 68, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""administration"", ""disposition""]}, {""target2"": ""year"", ""target2_offset"": 111, ""target2_end"": 115, ""target2_pos"": ""NN"", ""target2_rank"": 21, ""candidates"": [""yr"", ""class""]}]",5,19,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"This year's results included a gain of $70.2 million on the disposal of seafood operations. Sales for the entire year were $6.6 billion, up 13% from $5.8 billion.  

Ralston said its restructuring costs include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company.","This year's results included a gain of $70.2 million on the disposal of seafood operations. Sales for the entire year were $6.6 billion, up 13% from $5.8 billion.  

Ralston said its restructuring costs include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company."
swords,t:1ed226915135236259452a6abe42b0ad6fe90507,s:b368f942abcb9932197e5598bb8906cfc4bfaac4,"For in my way, I have done the same thing. 
                 I am ready for the mindwipe now.",ready,primed,"For in my way, I have done the same thing. 
                 I am ", for the mindwipe now.,66,ADJ,0.8,10,13,ready,primed,66,71,"[{""target2"": ""same"", ""target2_offset"": 31, ""target2_end"": 35, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""like""]}]",1,1,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"For in my way, I have done the same thing. 
                 I am primed for the mindwipe now.","For in my way, I have done the same thing. 
                 I am primed for the mindwipe now."
swords,t:b4f2ce7ddca37148bfe10308f30451529acef4bd,s:6615ba0c04b6a17a405fc1c497085fb367f1224f,"Xerox Corp. has told employees in its Crum & Forster personal insurance operations that it is laying off about 300 people, or 25% of the staff.  

A spokeswoman for Crum & Forster said employees were told early this week that numerous staff functions for the personal insurance lines were going to be centralized as a cost-cutting move.",people,folks,Xerox Corp. has told employees in its Crum & Forster personal insurance operations that it is laying off about 300 ,", or 25% of the staff.  

A spokeswoman for Crum & Forster said employees were told early this week that numerous staff functions for the personal insurance lines were going to be centralized as a cost-cutting move.",115,NOUN,0.7,10,14,people,folks,115,121,"[{""target2"": ""told"", ""target2_offset"": 16, ""target2_end"": 20, ""target2_pos"": ""VBN"", ""target2_rank"": 3, ""candidates"": [""stated"", ""ordered"", ""distinguished"", ""assured"", ""separated"", ""differentiated"", ""evidenced"", ""recited""]}, {""target2"": ""insurance"", ""target2_offset"": 62, ""target2_end"": 71, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""policy""]}, {""target2"": ""operations"", ""target2_offset"": 72, ""target2_end"": 82, ""target2_pos"": ""NNS"", ""target2_rank"": 12, ""candidates"": [""procedures"", ""process"", ""surgeries"", ""performances""]}, {""target2"": ""laying"", ""target2_offset"": 94, ""target2_end"": 100, ""target2_pos"": ""VBG"", ""target2_rank"": 16, ""candidates"": [""placing"", ""positioning"", ""posing""]}, {""target2"": ""said"", ""target2_offset"": 180, ""target2_end"": 184, ""target2_pos"": ""VBD"", ""target2_rank"": 34, ""candidates"": [""stated"", ""supposed"", ""ordered"", ""alleged"", ""pronounced"", ""articulated""]}]",5,22,said,stated,180,184,VBD,selected,high-confidence synonym from provided candidates,"Xerox Corp. has told employees in its Crum & Forster personal insurance operations that it is laying off about 300 folks, or 25% of the staff.  

A spokeswoman for Crum & Forster said employees were told early this week that numerous staff functions for the personal insurance lines were going to be centralized as a cost-cutting move.","Xerox Corp. has told employees in its Crum & Forster personal insurance operations that it is laying off about 300 folks, or 25% of the staff.  

A spokeswoman for Crum & Forster stated employees were told early this week that numerous staff functions for the personal insurance lines were going to be centralized as a cost-cutting move."
swords,t:2f425609865f19429f0e6e8091b6e031d4c30b13,s:d6ca706a17c657cc397278f18d9b9bbe0ece2ac2,"They say the cubes will outlast
                    planets and suns, that when the universe dies, the works of Malaquez and his
                    followers will be the last things seen in the final wink of God's eye. 
                 Yes, Self, I am also bothered that this observation ignores half-eaten cheese
                    sandwiches, incomplete insect collections, and locks of infants' hair, forgotten
                    in closets, basements, and warehouses. 
                 You see the inspiration for my latest play, ""Captured Moments.""",bothered,disturb,"They say the cubes will outlast
                    planets and suns, that when the universe dies, the works of Malaquez and his
                    followers will be the last things seen in the final wink of God's eye. 
                 Yes, Self, I am also "," that this observation ignores half-eaten cheese
                    sandwiches, incomplete insect collections, and locks of infants' hair, forgotten
                    in closets, basements, and warehouses. 
                 You see the inspiration for my latest play, ""Captured Moments.""",259,VERB,0.6,10,15,bothered,disturb,259,267,"[{""target2"": ""cubes"", ""target2_offset"": 13, ""target2_end"": 18, ""target2_pos"": ""NNS"", ""target2_rank"": 3, ""candidates"": [""blocks""]}, {""target2"": ""planets"", ""target2_offset"": 52, ""target2_end"": 59, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""satellites""]}, {""target2"": ""universe"", ""target2_offset"": 84, ""target2_end"": 92, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""world"", ""population"", ""existence"", ""creation""]}, {""target2"": ""dies"", ""target2_offset"": 93, ""target2_end"": 97, ""target2_pos"": ""VBZ"", ""target2_rank"": 14, ""candidates"": [""fails"", ""breaks"", ""expires"", ""pass"", ""exits""]}, {""target2"": ""works"", ""target2_offset"": 103, ""target2_end"": 108, ""target2_pos"": ""NNS"", ""target2_rank"": 17, ""candidates"": [""plants"", ""studies"", ""deeds""]}]",5,14,cubes,blocks,13,18,NNS,selected,high-confidence synonym from provided candidates,"They say the cubes will outlast
                    planets and suns, that when the universe dies, the works of Malaquez and his
                    followers will be the last things seen in the final wink of God's eye. 
                 Yes, Self, I am also disturb that this observation ignores half-eaten cheese
                    sandwiches, incomplete insect collections, and locks of infants' hair, forgotten
                    in closets, basements, and warehouses. 
                 You see the inspiration for my latest play, ""Captured Moments.""","They say the blocks will outlast
                    planets and suns, that when the universe dies, the works of Malaquez and his
                    followers will be the last things seen in the final wink of God's eye. 
                 Yes, Self, I am also disturb that this observation ignores half-eaten cheese
                    sandwiches, incomplete insect collections, and locks of infants' hair, forgotten
                    in closets, basements, and warehouses. 
                 You see the inspiration for my latest play, ""Captured Moments."""
swords,t:4217359102d8a58488e0e9f4aeea80dff3317312,s:67b577184a83adcb38090e8e8f615bbe4d614171,"""Tell me, Malaquez."" 
                 ""She wanted to be famous. She did!",famous,renowned,"""Tell me, Malaquez."" 
                 ""She wanted to be ",. She did!,57,ADJ,0.6,10,16,famous,renowned,57,63,"[{""target2"": ""wanted"", ""target2_offset"": 44, ""target2_end"": 50, ""target2_pos"": ""VBD"", ""target2_rank"": 8, ""candidates"": [""need"", ""desired"", ""required""]}]",1,3,wanted,desired,44,50,VBD,selected,high-confidence synonym from provided candidates,"""Tell me, Malaquez."" 
                 ""She wanted to be renowned. She did!","""Tell me, Malaquez."" 
                 ""She desired to be renowned. She did!"
swords,t:cdfd06faa5e6307fdb0acc108b12c903613eb700,s:5e4729ea477816456d0a116c59f13141414ba880,"""When I see prints going into the hands of institutions, I know they aren't going to come back on the market."" Most in demand: classic photographs by masters such as Stieglitz and Man Ray. But much contemporary work is also fetching ""a great deal of money,"" says Miles Barth of the International Center of Photography.",classic,vintage,"""When I see prints going into the hands of institutions, I know they aren't going to come back on the market."" Most in demand: "," photographs by masters such as Stieglitz and Man Ray. But much contemporary work is also fetching ""a great deal of money,"" says Miles Barth of the International Center of Photography.",127,ADJ,0.8,10,17,classic,vintage,127,134,"[{""target2"": ""prints"", ""target2_offset"": 12, ""target2_end"": 18, ""target2_pos"": ""NNS"", ""target2_rank"": 4, ""candidates"": [""marks""]}, {""target2"": ""going"", ""target2_offset"": 19, ""target2_end"": 24, ""target2_pos"": ""VBG"", ""target2_rank"": 5, ""candidates"": [""becoming"", ""moving"", ""traveling"", ""living"", ""operating"", ""working"", ""surviving"", ""extending"", ""sounding"", ""leading"", ""departing"", ""functioning"", ""passing"", ""proceeding"", ""lasting"", ""starting"", ""enduring"", ""failing"", ""belonging"", ""breaking"", ""blending""]}, {""target2"": ""hands"", ""target2_offset"": 34, ""target2_end"": 39, ""target2_pos"": ""NNS"", ""target2_rank"": 8, ""candidates"": [""mens"", ""deals"", ""scripts""]}, {""target2"": ""institutions"", ""target2_offset"": 43, ""target2_end"": 55, ""target2_pos"": ""NNS"", ""target2_rank"": 10, ""candidates"": [""establishments"", ""creations"", ""foundations"", ""innovations""]}, {""target2"": ""know"", ""target2_offset"": 59, ""target2_end"": 63, ""target2_pos"": ""VBP"", ""target2_rank"": 13, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}]",5,41,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""When I see prints going into the hands of institutions, I know they aren't going to come back on the market."" Most in demand: vintage photographs by masters such as Stieglitz and Man Ray. But much contemporary work is also fetching ""a great deal of money,"" says Miles Barth of the International Center of Photography.","""When I see prints going into the hands of institutions, I know they aren't going to come back on the market."" Most in demand: vintage photographs by masters such as Stieglitz and Man Ray. But much contemporary work is also fetching ""a great deal of money,"" says Miles Barth of the International Center of Photography."
swords,t:0524368b24681c94249af74c3a3986138524a311,s:78da1c735c4e6a63b41b3c6e866fde99bbf0b620,"""It amuses me. Show me around, and then I shall decide."" 
                 ""Of course, Señor Flynn.""",then,subsequently,"""It amuses me. Show me around, and "," I shall decide."" 
                 ""Of course, Señor Flynn.""",35,ADV,0.6,10,18,then,subsequently,35,39,"[{""target2"": ""Show"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""NNP"", ""target2_rank"": 4, ""candidates"": [""Display""]}, {""target2"": ""course"", ""target2_offset"": 79, ""target2_end"": 85, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""grade"", ""class"", ""line"", ""track"", ""row"", ""trend"", ""form"", ""path""]}]",2,9,Show,Display,15,19,NNP,selected,contextual show/display synonym from provided candidates,"""It amuses me. Show me around, and subsequently I shall decide."" 
                 ""Of course, Señor Flynn.""","""It amuses me. Display me around, and subsequently I shall decide."" 
                 ""Of course, Señor Flynn."""
swords,t:ed7487d74b9ff33db428e6cadb71ac3946bf1b02,s:9f230973af5dd7cfc77a2a507cd1a8508b800351,"The part of my mind that remembered four months in NorAm during the Great
                    Cleaning sent me rolling across the floor. Malaquez was not prepared for me to
                    react so quickly, or perhaps he waited too long for an expression I would not
                    have, a gesture I would not make, a poignant moment of repentence, wonder,
                    despair, or love. Had he been faster, he could have had rage.",too,very,"The part of my mind that remembered four months in NorAm during the Great
                    Cleaning sent me rolling across the floor. Malaquez was not prepared for me to
                    react so quickly, or perhaps he waited "," long for an expression I would not
                    have, a gesture I would not make, a poignant moment of repentence, wonder,
                    despair, or love. Had he been faster, he could have had rage.",232,ADV,0.6,10,19,too,very,232,235,"[{""target2"": ""part"", ""target2_offset"": 4, ""target2_end"": 8, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""region"", ""role"", ""portion"", ""share"", ""contribution"", ""component"", ""character"", ""piece"", ""function"", ""office"", ""division"", ""percentage"", ""persona"", ""section"", ""voice"", ""constituent""]}, {""target2"": ""mind"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""judgment"", ""head"", ""brain"", ""intellect"", ""idea"", ""nous"", ""judgement""]}, {""target2"": ""remembered"", ""target2_offset"": 25, ""target2_end"": 35, ""target2_pos"": ""VBD"", ""target2_rank"": 6, ""candidates"": [""recalled"", ""retrieved""]}, {""target2"": ""sent"", ""target2_offset"": 103, ""target2_end"": 107, ""target2_pos"": ""VBD"", ""target2_rank"": 15, ""candidates"": [""directed"", ""stationed"", ""posted"", ""aired"", ""mailed"", ""placed"", ""charged"", ""transported""]}, {""target2"": ""rolling"", ""target2_offset"": 111, ""target2_end"": 118, ""target2_pos"": ""VBG"", ""target2_rank"": 17, ""candidates"": [""wandering"", ""waving"", ""drifting"", ""ranging"", ""winding"", ""casting""]}]",5,39,remembered,recalled,25,35,VBD,selected,high-confidence synonym from provided candidates,"The part of my mind that remembered four months in NorAm during the Great
                    Cleaning sent me rolling across the floor. Malaquez was not prepared for me to
                    react so quickly, or perhaps he waited very long for an expression I would not
                    have, a gesture I would not make, a poignant moment of repentence, wonder,
                    despair, or love. Had he been faster, he could have had rage.","The part of my mind that recalled four months in NorAm during the Great
                    Cleaning sent me rolling across the floor. Malaquez was not prepared for me to
                    react so quickly, or perhaps he waited very long for an expression I would not
                    have, a gesture I would not make, a poignant moment of repentence, wonder,
                    despair, or love. Had he been faster, he could have had rage."
